Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
ERR1913488_bin_30184	83.78	4.91	Gradient Boost (General Model)	11	0.878	8923	294.7094499294781	1426527	0.63	1418	226	38525	None
ERR1913584_bin_54324	73.37	5.61	Neural Network (Specific Model)	11	0.874	7260	294.36835599505565	1632126	0.62	1618	275	50951	None
ERR1914136_bin_100987	96.17	0.99	Gradient Boost (General Model)	11	0.874	28194	319.34752475247524	2212863	0.49	2020	175	210964	None
ERR1914160_bin_63322	84.09	4.71	Gradient Boost (General Model)	11	0.902	4280	267.3528550512445	1213255	0.31	1366	333	14628	None
ERR1914232_bin_68667	91.07	4.59	Gradient Boost (General Model)	11	0.895	7612	272.4358561460011	1698668	0.29	1863	316	28863	None
ERR1914256_bin_38236	83.19	4.55	Neural Network (Specific Model)	11	0.899	8972	291.47104049205535	1896417	0.3	1951	287	39061	None
ERR1914448_bin_42273	80.3	14.67	Gradient Boost (General Model)	11	0.882	2930	272.4451530612245	1451138	0.32	1568	504	20148	None
ERR1915456_bin_35524	97.23	0.1	Neural Network (Specific Model)	11	0.859	98579	327.457310565635	2140513	0.59	1874	81	278311	None
ERR1915456_bin_85896	99.97	0.03	Neural Network (Specific Model)	11	0.888	37035	344.4079365079365	2195299	0.52	1890	85	153817	None
ERR1915624_bin_28608	77.37	0.69	Neural Network (Specific Model)	11	0.917	19150	310.8531337698784	2170800	0.39	2138	156	97197	None
ERR1915624_bin_71107	92.94	0.03	Neural Network (Specific Model)	11	0.901	46767	336.51024140453546	3059369	0.41	2734	119	135347	None
ERR1915672_bin_27039	77.28	4.24	Neural Network (Specific Model)	11	0.902	9166	290.4182106934886	1822625	0.29	1889	281	38634	None
ERR1915672_bin_58847	94.4	5.84	Gradient Boost (General Model)	11	0.903	5789	278.1301775147929	1714977	0.31	1859	380	24942	None
ERR1915864_bin_60359	82.68	2.97	Neural Network (Specific Model)	11	0.896	56117	288.3363577446533	1486655	0.35	1543	48	287228	None
ERR1916320_bin_13882	100.0	0.12	Neural Network (Specific Model)	11	0.882	32587	315.78855721393035	2155557	0.44	2010	96	104733	None
GL_01_02_bin_108661	85.66	3.37	Gradient Boost (General Model)	11	0.875	4584	282.2073205604804	3377815	0.42	3497	875	23740	None
GL_01_02_bin_110194	82.2	3.59	Gradient Boost (General Model)	11	0.891	3994	277.79668578712557	2932068	0.38	3138	833	14599	None
GL_01_02_bin_121203	80.51	0.78	Neural Network (Specific Model)	11	0.889	6553	307.3050406504065	3183818	0.37	3075	589	27806	None
GL_01_02_bin_128182	99.4	1.27	Gradient Boost (General Model)	11	0.863	21272	268.15976460331296	4261923	0.65	4588	385	92141	None
GL_01_02_bin_40894	77.85	0.98	Neural Network (Specific Model)	11	0.926	11135	314.09827721221615	2593393	0.67	2554	305	33962	None
GL_01_04_bin_65023	96.24	0.83	Neural Network (Specific Model)	11	0.842	22666	276.0330290010741	3655344	0.37	3724	232	137302	None
GL_01_04_bin_72782	94.22	5.28	Neural Network (Specific Model)	11	0.896	4853	264.1636428317325	4966127	0.66	5622	1232	53927	None
GL_01_06_bin_140787	85.58	4.12	Neural Network (Specific Model)	11	0.821	4826	267.834219269103	2941830	0.4	3010	715	41109	None
GL_01_06_bin_3923	83.46	3.27	Gradient Boost (General Model)	11	0.903	6228	280.39936608557844	1174081	0.3	1262	227	28511	Low confidence prediction - substantial (26%) disagreement between completeness prediction models
GL_01_07_bin_3304	97.27	1.78	Gradient Boost (General Model)	11	0.894	17007	301.8793650793651	1910504	0.58	1890	158	67876	None
GL_01_07_bin_48452	83.59	5.7	Neural Network (Specific Model)	11	0.911	11583	299.5448843590749	2513350	0.51	2551	324	47252	None
GL_02_02_bin_37870	100.0	1.01	Gradient Boost (General Model)	11	0.905	30260	328.0525	2606101	0.36	2400	135	87677	None
GL_02_02_bin_44899	96.99	0.59	Gradient Boost (General Model)	11	0.915	9919	296.85303973192913	2029269	0.64	2089	278	40025	None
GL_02_03_bin_99793	79.53	4.04	Gradient Boost (General Model)	11	0.914	38360	315.00989554700385	1878445	0.42	1819	95	236355	None
GL_02_04_bin_25064	99.82	0.14	Gradient Boost (General Model)	11	0.905	63028	315.2269736842105	1586794	0.34	1520	45	260638	None
GL_02_06_bin_32839	93.5	4.21	Neural Network (Specific Model)	11	0.889	33523	313.8899313501144	4622260	0.58	4370	234	85050	None
GL_03_05_bin_46677	90.5	6.97	Neural Network (Specific Model)	11	0.876	12652	323.815329218107	2151811	0.61	1944	254	45246	None
GL_03_06_bin_265	81.98	4.64	Gradient Boost (General Model)	11	0.886	5607	297.9351778656127	1274484	0.63	1265	278	25168	None
GL_03_10_bin_25632	98.24	0.02	Neural Network (Specific Model)	11	0.906	109351	358.69100844510683	2388872	0.39	2013	46	235901	None
GL_03_13_bin_57570	80.65	3.35	Gradient Boost (General Model)	11	0.878	4566	274.5912965455361	2086988	0.6	2229	534	29847	None
GL_04_01_bin_71295	94.23	4.21	Gradient Boost (General Model)	11	0.904	4769	266.8910052910053	1668968	0.57	1890	414	24520	None
GL_04_07_bin_47643	90.69	3.47	Gradient Boost (General Model)	11	0.905	5702	275.3761467889908	1588723	0.57	1744	348	34110	None
GL_04_08_bin_484	98.51	0.02	Gradient Boost (General Model)	11	0.885	81725	319.5667641325536	2219865	0.4	2052	52	201127	None
GL_04_09_bin_242	88.74	2.5	Neural Network (Specific Model)	11	0.89	5276	258.1399336283186	1571316	0.42	1808	370	19442	None
GL_04_09_bin_33226	97.34	2.89	Gradient Boost (General Model)	11	0.891	18288	331.6414494596313	1753703	0.66	1573	158	67480	None
GL_05_04_bin_54491	83.03	18.68	Gradient Boost (General Model)	11	0.882	4366	277.9466225791214	1997559	0.63	2117	532	35892	None
GL_05_04_bin_60393	94.09	0.82	Neural Network (Specific Model)	11	0.856	33845	354.9870839542971	2500893	0.51	2013	111	102778	None
GL_05_09_bin_10738	93.76	3.33	Gradient Boost (General Model)	11	0.907	5653	268.97913486005086	1745136	0.57	1965	394	24987	None
GL_06_02_bin_39372	84.35	16.98	Gradient Boost (General Model)	11	0.882	4967	281.9360201511335	1901509	0.63	1985	446	37909	None
GL_06_04_bin_529	100.0	2.45	Gradient Boost (General Model)	11	0.873	16359	289.4981992797119	2480827	0.55	2499	207	65502	None
GL_07_02_bin_11602	93.57	1.72	Gradient Boost (General Model)	11	0.877	8310	285.4653179190751	1686462	0.58	1730	267	33541	None
GL_07_04_bin_59625	84.88	10.51	Gradient Boost (General Model)	11	0.853	5422	269.47233201581025	1916942	0.31	2024	438	24463	None
GL_07_04_bin_77570	79.09	4.43	Gradient Boost (General Model)	11	0.906	3767	256.77149587750296	1441672	0.57	1698	430	13664	None
GL_07_05_bin_544	80.16	1.07	Neural Network (Specific Model)	11	0.911	5382	274.3163327261688	1485121	0.47	1647	343	22211	None
GL_07_06_bin_15742	99.97	0.08	Neural Network (Specific Model)	11	0.899	99855	316.2477693891558	1535594	0.29	1457	23	267239	None
GL_07_06_bin_230	75.59	1.63	Gradient Boost (General Model)	11	0.906	3299	249.11270125223615	1380149	0.57	1677	457	13171	None
GL_07_06_bin_47675	100.0	0.02	Gradient Boost (General Model)	11	0.843	116294	326.9833641404806	1886710	0.31	1623	33	228028	None
GL_07_07_bin_54209	95.19	4.51	Gradient Boost (General Model)	11	0.906	6819	282.70594159113796	1855312	0.57	1986	363	39076	None
GL_08_02_bin_2093	87.2	7.11	Gradient Boost (General Model)	11	0.849	7694	280.2166233766234	1902836	0.31	1925	323	34439	None
GL_08_02_bin_48746	93.16	3.51	Gradient Boost (General Model)	11	0.896	6585	275.6802824004034	1826870	0.57	1983	381	23031	None
GL_08_04_bin_50229	90.58	0.4	Neural Network (Specific Model)	11	0.918	9284	294.2172746781116	1788528	0.46	1864	266	42167	None
GL_08_X_bin_2706	85.1	0.79	Neural Network (Specific Model)	11	0.904	9044	291.088329764454	3603883	0.66	3736	511	102155	None
MS_03_04_bin_42951	99.84	0.31	Neural Network (Specific Model)	11	0.914	76375	312.55729710902125	2940742	0.6	2871	62	193056	None
MS_03_04_bin_63675	84.04	9.42	Gradient Boost (General Model)	11	0.825	3301	242.54499494438826	3482102	0.45	3956	1097	46699	None
PRJEB20308A_bin_306956	99.32	0.47	Gradient Boost (General Model)	11	0.865	25191	284.1491712707182	1957042	0.32	1991	116	73353	None
PRJEB20308A_bin_409988	99.94	0.03	Neural Network (Specific Model)	11	0.874	85444	290.40771591407275	2270201	0.37	2281	90	470718	None
PRJEB20308B_bin_223598	91.25	1.61	Gradient Boost (General Model)	11	0.88	24396	289.48200757575756	2079607	0.6	2112	151	104055	None
PRJEB20308B_bin_236406	91.3	0.46	Neural Network (Specific Model)	11	0.884	38105	351.9181434599156	2828039	0.51	2370	177	113735	None
PRJEB20308B_bin_244090	99.4	2.55	Gradient Boost (General Model)	11	0.885	59117	324.56498096791734	2020651	0.51	1839	84	180304	None
PRJEB20308B_bin_320753	98.78	1.45	Gradient Boost (General Model)	11	0.904	37510	316.45181741335585	2481204	0.44	2366	123	84779	None
PRJEB20308B_bin_521163	97.5	1.34	Gradient Boost (General Model)	11	0.879	15567	320.125284738041	1916685	0.66	1756	188	87859	None
PRJNA738608A_bin_175749	77.36	2.37	Neural Network (Specific Model)	11	0.906	3599	255.5916590284143	1843441	0.67	2182	549	16983	None
PRJNA738608A_bin_229742	95.31	3.77	Gradient Boost (General Model)	11	0.861	14603	293.9630748573347	3048357	0.28	2979	328	52836	None
PRJNA738608A_bin_276561	98.16	1.34	Neural Network (Specific Model)	11	0.905	37732	339.0207750699161	2809943	0.43	2503	144	98398	None
PRJNA738608B_bin_173717	87.75	0.29	Gradient Boost (General Model)	11	0.929	7559	296.7743338771071	1759890	0.37	1839	330	29412	None
PRJNA738608B_bin_450677	91.99	1.54	Neural Network (Specific Model)	11	0.885	45767	317.8278195488722	2862993	0.44	2660	129	88659	None
PRJNA738608B_bin_497791	92.79	7.28	Neural Network (Specific Model)	11	0.897	8250	278.8574712643678	2832983	0.37	3045	486	37982	None
PRJNA738608B_bin_504785	82.95	1.81	Neural Network (Specific Model)	11	0.888	8926	278.998001332445	1411791	0.52	1501	216	76781	None
PRJNA738608B_bin_521803	97.28	7.77	Gradient Boost (General Model)	11	0.864	10671	297.7409351145038	2165000	0.58	2096	281	56497	None
PRJNA738608B_bin_550660	95.37	2.66	Gradient Boost (General Model)	11	0.924	26667	371.75098425196853	2450134	0.52	2032	154	81190	None
PRJNA738608B_bin_582894	87.08	1.18	Neural Network (Specific Model)	11	0.862	7633	288.90925722649104	2742399	0.42	2733	510	45748	None
PRJNA738608B_bin_583784	77.86	2.1	Neural Network (Specific Model)	11	0.923	9606	341.6794133053955	2116974	0.49	1909	305	43167	None
PRJNA738608B_bin_866856	92.25	0.31	Gradient Boost (General Model)	11	0.908	34999	316.7945278969957	1948045	0.41	1864	138	169951	None
PRJNA738608C_bin_44125	96.43	2.57	Gradient Boost (General Model)	11	0.858	42712	286.4900033886818	2952787	0.27	2951	205	212289	None
PRJNA871950B_bin_48238	85.98	1.15	Neural Network (Specific Model)	11	0.899	31671	317.0734570238546	2788518	0.47	2641	150	73525	None
PRJNA871950C_bin_18098	97.67	0.47	Gradient Boost (General Model)	11	0.899	44896	328.2249030590263	2538661	0.47	2321	98	121434	None
PRJNA871950C_bin_28113	99.26	0.68	Gradient Boost (General Model)	11	0.876	28549	322.6431168831169	2124888	0.49	1925	161	176946	None
PRJNA871950C_bin_36	99.46	1.17	Neural Network (Specific Model)	11	0.872	50793	307.06100917431195	2299664	0.59	2180	89	135530	None
PRJNA871950_bin_124001	82.66	6.15	Gradient Boost (General Model)	11	0.907	3319	267.28393072895693	2190104	0.49	2483	686	35479	None
PRJNA871950_bin_79973	97.63	0.0	Gradient Boost (General Model)	11	0.903	48973	318.1409742120344	1838764	0.34	1745	92	101774	None
PRJNA871950_bin_97281	98.4	1.17	Neural Network (Specific Model)	11	0.886	51651	333.366919465511	3121907	0.43	2769	163	253494	None
SA000208_bin_108182	95.44	1.11	Neural Network (Specific Model)	11	0.915	15707	310.6755070202808	2605458	0.4	2564	306	61312	None
SA000208_bin_20302	92.63	5.61	Gradient Boost (General Model)	11	0.876	4518	281.452581032413	1603785	0.63	1666	415	22713	None
SA000209_bin_792314	91.51	2.96	Gradient Boost (General Model)	11	0.879	12395	278.8135265700483	1965855	0.5	2070	280	51545	None
SA000210_bin_411359	93.06	0.0	Neural Network (Specific Model)	11	0.898	32292	315.7593220338983	2484745	0.42	2360	141	130974	None
SA000210_bin_422888	99.76	0.74	Neural Network (Specific Model)	11	0.858	57248	278.16272808854325	3246813	0.26	3343	315	161913	None
SA000211_bin_274047	99.99	1.99	Neural Network (Specific Model)	11	0.862	39559	303.1488797169811	3577329	0.28	3392	170	164196	None
SA000212_bin_258761	95.5	2.48	Neural Network (Specific Model)	11	0.83	24736	311.44142259414224	2685231	0.48	2390	171	95097	None
SA000213_bin_177106	99.96	0.38	Neural Network (Specific Model)	11	0.863	62114	329.1244695898161	2423571	0.62	2121	66	237419	None
SA000213_bin_72005	95.02	0.78	Gradient Boost (General Model)	11	0.761	16918	383.1077931536781	4144081	0.4	2746	496	110419	None
SA000213_bin_77259	89.53	0.06	Neural Network (Specific Model)	11	0.91	20131	345.4948411060669	2755283	0.45	2423	212	70822	None
SA000215_bin_624701	77.62	1.73	Neural Network (Specific Model)	11	0.884	4537	244.712915601023	1295238	0.41	1564	319	16368	None
SA000215_bin_628272	98.93	0.05	Gradient Boost (General Model)	11	0.893	20040	294.0544455544456	1973851	0.46	2002	159	63953	None
SA000215_bin_836327	93.18	0.51	Gradient Boost (General Model)	11	0.785	24211	378.8118098895823	3015147	0.44	2083	230	95992	None
SA000216_bin_143709	91.36	2.95	Gradient Boost (General Model)	11	0.905	6902	277.42899408284023	1551485	0.29	1690	304	34317	None
SA000216_bin_167423	83.09	2.85	Neural Network (Specific Model)	11	0.91	7466	286.6130346232179	1851155	0.37	1964	325	41416	None
SA000216_bin_216672	99.94	0.08	Neural Network (Specific Model)	11	0.883	46551	332.65214124718256	3002917	0.44	2662	161	176031	None
SA000217_bin_180086	99.95	0.01	Neural Network (Specific Model)	11	0.815	153032	316.50943396226415	1912535	0.28	1643	31	604395	None
SA000217_bin_189699	97.38	2.61	Gradient Boost (General Model)	11	0.89	17332	279.765306122449	2305803	0.34	2450	241	66927	None
SA000217_bin_62445	90.13	2.52	Neural Network (Specific Model)	11	0.847	17924	280.9143078712679	2563194	0.27	2579	245	107226	None
SA000217_bin_78610	99.45	0.89	Neural Network (Specific Model)	11	0.903	17797	304.21504529342263	2562704	0.41	2539	234	100666	None
SA000218_bin_112688	78.19	6.1	Gradient Boost (General Model)	11	0.88	3445	264.6612021857924	1484603	0.62	1647	469	35616	None
SA000218_bin_262137	91.04	0.82	Gradient Boost (General Model)	11	0.927	3601	292.00095693779906	986831	0.27	1045	297	21442	None
SA000219_bin_84	99.97	0.95	Neural Network (Specific Model)	11	0.878	84405	349.2099805573558	1839304	0.63	1543	44	234876	None
SA000222_bin_53095	98.61	0.0	Gradient Boost (General Model)	11	0.896	95593	313.1984244214673	2126569	0.56	2031	80	165124	None
SA000222_bin_60651	94.5	0.0	Neural Network (Specific Model)	11	0.882	37557	349.34244897959184	2908090	0.5	2450	136	209379	None
SA000223_bin_126559	73.28	2.17	Gradient Boost (General Model)	11	0.923	4280	292.2103990326481	1567240	0.41	1654	416	29321	None
SA000223_bin_132546	99.92	0.05	Neural Network (Specific Model)	11	0.866	50977	317.17306780464673	2313152	0.58	2109	89	168772	None
SA000223_bin_138872	78.48	1.31	Gradient Boost (General Model)	11	0.897	4026	263.1225316455696	1733532	0.49	1975	477	18964	None
SA000224_bin_10931	81.02	7.13	Gradient Boost (General Model)	11	0.92	3848	284.4765228426396	1460164	0.31	1576	432	23014	None
SA000226_bin_131933	95.04	0.38	Neural Network (Specific Model)	11	0.904	65100	357.11945189156984	3972994	0.45	3357	206	296552	None
SA000227_bin_211	70.48	0.75	Gradient Boost (General Model)	11	0.934	2897	288.89130434782606	980231	0.37	1058	350	19354	None
SA000227_bin_71056	99.8	0.43	Neural Network (Specific Model)	11	0.891	14995	302.73263731275534	2241576	0.29	2203	236	62087	None
SA000228_bin_123114	99.78	0.05	Neural Network (Specific Model)	11	0.886	60583	342.8053278688525	2827048	0.44	2440	99	185191	None
SHD1_0001	100.0	0.0	Neural Network (Specific Model)	11	0.89	4567987	369.9604796947397	4567987	0.42	3669	1	4567987	None
SHD1_0043	99.98	0.02	Neural Network (Specific Model)	11	0.867	1600575	356.12460896767465	2361455	0.6	1918	3	1600575	None
SHD1_0049	99.96	0.02	Neural Network (Specific Model)	11	0.89	818567	316.769538349691	2932499	0.47	2751	7	975823	None
SHD1_0114	100.0	0.07	Neural Network (Specific Model)	11	0.881	4731611	315.52798549739407	4731611	0.51	4413	1	4731611	None
SHD1_0115	99.58	0.0	Neural Network (Specific Model)	11	0.873	2815685	347.28281117696866	2815685	0.43	2362	1	2815685	None
SHD1_0147	100.0	0.09	Neural Network (Specific Model)	11	0.878	2349497	327.7795238095238	2349497	0.59	2100	1	2349497	None
SHD1_0165	99.9	0.08	Neural Network (Specific Model)	11	0.899	2221423	319.3152466367713	2372914	0.28	2230	3	2221423	None
SHD1_0169	99.99	0.1	Neural Network (Specific Model)	11	0.874	3602365	321.94025735294116	3602365	0.43	3264	1	3602365	None
SHD1_0171	99.89	0.08	Neural Network (Specific Model)	11	0.889	3805770	352.6746799875117	3805770	0.41	3203	1	3805770	None
SHD1_0179	100.0	0.12	Neural Network (Specific Model)	11	0.878	5232146	318.27293482772933	5232146	0.58	4818	1	5232146	None
SHD1_0183	99.94	0.1	Neural Network (Specific Model)	11	0.91	1904080	333.83554529717253	1904080	0.46	1733	1	1904080	None
SHD1_0237	100.0	0.14	Neural Network (Specific Model)	11	0.834	3387770	316.1452045606975	3387770	0.28	2982	1	3387770	None
SHD1_0252	100.0	0.15	Gradient Boost (General Model)	11	0.878	636581	296.9018302828619	2433377	0.52	2404	7	873965	None
SHD1_0267	99.53	0.09	Neural Network (Specific Model)	11	0.879	1752944	342.6029313790806	1752944	0.65	1501	1	1752944	None
SHD1_0296	99.75	0.18	Neural Network (Specific Model)	11	0.869	1443007	292.65157395429065	2337943	0.29	2319	8	1443007	None
SHD1_0326	99.86	0.17	Neural Network (Specific Model)	11	0.873	306809	343.0463492063492	1855012	0.64	1575	8	663848	None
SHD1_0332	99.84	0.17	Neural Network (Specific Model)	11	0.89	1732690	355.57888493475684	3029114	0.44	2529	6	1732690	None
SHD1_0442	99.88	0.26	Neural Network (Specific Model)	11	0.906	3236872	328.18699731903484	3236872	0.42	2984	1	3236872	None
SHD1_0451	99.77	0.18	Neural Network (Specific Model)	11	0.87	1947800	344.8719512195122	1947800	0.62	1640	1	1947800	None
SHD1_0457	100.0	0.3	Gradient Boost (General Model)	11	0.896	2281372	322.11514865502596	2281372	0.32	2119	1	2281372	None
SHD1_0508	98.11	0.11	Neural Network (Specific Model)	11	0.857	1370435	311.96916299559473	2472473	0.64	2270	2	1370435	None
SHD1_0543	98.94	0.17	Gradient Boost (General Model)	11	0.815	2891567	310.5806324110672	2891567	0.28	2530	1	2891567	None
SHD1_0549	99.99	0.38	Neural Network (Specific Model)	11	0.878	2465993	312.5153613154479	2465993	0.3	2311	1	2465993	None
SHD1_0556	99.39	0.26	Neural Network (Specific Model)	11	0.889	2805546	321.8485316846986	2805546	0.44	2588	1	2805546	None
SHD1_0579	99.99	0.4	Neural Network (Specific Model)	11	0.89	4897366	361.7893558816215	4897366	0.43	4021	1	4897366	None
SHD1_0590	98.31	0.02	Neural Network (Specific Model)	11	0.885	3040131	321.56024506466986	3197648	0.42	2938	2	3040131	None
SHD1_0594	97.87	0.0	Gradient Boost (General Model)	11	0.861	2149827	329.2142857142857	2149827	0.58	1876	1	2149827	None
SHD1_0644	98.21	0.07	Neural Network (Specific Model)	11	0.878	3170760	328.86841174389815	3170760	0.46	2827	1	3170760	None
SHD1_0672	97.72	0.05	Gradient Boost (General Model)	11	0.888	1944669	312.3616675690309	1944669	0.34	1847	1	1944669	None
SHD1_0737	98.15	0.2	Gradient Boost (General Model)	11	0.902	3079142	331.1338329764454	3079142	0.49	2802	1	3079142	None
SHD1_0775	99.91	0.43	Neural Network (Specific Model)	11	0.878	3217973	339.87243243243245	3217973	0.4	2775	1	3217973	None
SHD1_0788	99.92	0.6	Neural Network (Specific Model)	11	0.878	1621756	311.5789250952179	2513393	0.3	2363	2	1621756	None
SHD1_0819	100.0	0.65	Neural Network (Specific Model)	11	0.855	3750484	310.3042343387471	3750484	0.28	3448	1	3750484	None
SHD1_0849	99.98	0.33	Neural Network (Specific Model)	11	0.867	1894532	352.0353243416827	1894532	0.62	1557	1	1894532	None
SHD1_0981	98.85	0.64	Neural Network (Specific Model)	11	0.838	456315	336.1099150141643	2119891	0.64	1765	9	755582	None
SHD1_0986	97.3	0.3	Gradient Boost (General Model)	11	0.896	3230307	322.9692616104243	3230307	0.47	2993	1	3230307	None
SHD1_0989	97.73	0.39	Gradient Boost (General Model)	11	0.854	2758941	338.73588970271436	2758941	0.49	2321	1	2758941	None
SHD1_1096	97.94	0.61	Gradient Boost (General Model)	11	0.893	2900513	333.60967741935485	3121840	0.51	2790	2	2900513	None
SHD1_1182	99.36	1.06	Neural Network (Specific Model)	11	0.875	481711	338.97444633730834	2044669	0.64	1761	7	774391	None
SHD1_1231	96.63	0.66	Gradient Boost (General Model)	11	0.891	896867	295.448236632537	2615701	0.33	2637	3	1250702	None
SHD1_1265	99.64	1.29	Neural Network (Specific Model)	11	0.887	2053106	317.2207724425887	2053106	0.29	1916	1	2053106	None
SHD1_1335	99.8	1.48	Neural Network (Specific Model)	11	0.898	650106	311.0329545454546	2736894	0.47	2640	4	1160754	None
SHD1_1392	99.55	1.59	Neural Network (Specific Model)	11	0.886	1986260	319.2642740619902	1986260	0.29	1839	1	1986260	None
SHD1_1410	95.28	0.8	Gradient Boost (General Model)	11	0.75	3976619	409.88545529460237	3976619	0.4	2427	1	3976619	None
SHD1_1454	97.93	1.44	Gradient Boost (General Model)	11	0.878	1620516	332.82340574632093	1620516	0.27	1427	1	1620516	None
SHD1_1459	95.15	0.89	Gradient Boost (General Model)	11	0.754	4199293	408.6183294663573	4199293	0.4	2586	1	4199293	None
SHD1_1481	100.0	1.91	Gradient Boost (General Model)	11	0.849	2759907	312.8445243804956	2759907	0.62	2502	1	2759907	None
SHD1_1494	92.99	0.56	Neural Network (Specific Model)	11	0.882	4097109	313.5420560747664	4097109	0.56	3852	1	4097109	None
SHD1_1500	99.92	1.96	Neural Network (Specific Model)	11	0.872	338221	343.12797074954295	1933927	0.62	1641	14	638152	None
SHD1_1622	99.93	2.43	Neural Network (Specific Model)	11	0.818	2082189	270.6659787735849	3360036	0.28	3392	8	2082189	None
SHD1_1623	88.66	0.2	Neural Network (Specific Model)	11	0.896	723661	304.0068181818182	2234194	0.41	2200	4	864713	None
SHD1_1739	85.8	0.11	Gradient Boost (General Model)	11	0.723	2311323	400.42759015455067	2902802	0.44	1747	2	2311323	None
SHD1_1926	82.68	0.38	Gradient Boost (General Model)	11	0.813	176290	254.06389252948887	2846678	0.49	3052	22	410375	None
SHD1_1986	82.4	0.59	Neural Network (Specific Model)	11	0.869	307494	349.7230769230769	1566604	0.63	1300	6	582685	None
SHD1_2044	82.85	1.06	Neural Network (Specific Model)	11	0.892	382734	324.460947503201	1702269	0.29	1562	10	482633	None
SHD1_2069	98.1	4.25	Gradient Boost (General Model)	11	0.818	362248	260.5423536100057	1674525	0.26	1759	8	554352	None
SHD1_2113	100.0	4.75	Neural Network (Specific Model)	11	0.859	2756827	326.2236215112321	3342585	0.36	2938	2	2756827	None
SHD1_2156	76.12	0.37	Gradient Boost (General Model)	11	0.825	82224	241.73758278145695	2112421	0.41	2416	36	374505	None
SHD1_2256	93.3	4.8	Neural Network (Specific Model)	11	0.862	308755	330.79366028708137	1922542	0.62	1672	19	433056	None
SHD1_2288	82.58	2.78	Neural Network (Specific Model)	11	0.876	725802	349.7495508444125	3331602	0.46	2783	13	1373105	None
SHD1_2319	88.48	4.52	Gradient Boost (General Model)	11	0.843	183561	256.55980448533643	3159581	0.52	3478	30	433642	None
SHD1_2535	86.97	7.2	Gradient Boost (General Model)	11	0.821	80765	227.73163120567375	2920948	0.3	3525	58	272523	None
SRR14842324_bin_78996	99.98	0.28	Neural Network (Specific Model)	11	0.872	160004	320.048971596474	2245229	0.45	2042	32	296849	None
SRR14842332_bin_8937	99.67	0.08	Neural Network (Specific Model)	11	0.907	72581	318.1800878477306	2868938	0.41	2732	71	190261	None
SRR14842334_bin_14153	78.31	12.63	Neural Network (Specific Model)	11	0.87	3202	253.13801623720437	2469749	0.59	2833	820	18384	None
SRR14842335_bin_18159	96.35	1.4	Gradient Boost (General Model)	11	0.877	19602	310.22033898305085	3627990	0.37	3422	301	95336	None
SRR14842341_bin_195	82.93	1.73	Neural Network (Specific Model)	11	0.893	5827	312.2343032159265	2737256	0.46	2612	590	29721	None
SRR14842345_bin_21533	99.91	0.28	Neural Network (Specific Model)	11	0.856	62647	303.43521488133416	3311191	0.28	3118	105	228087	None
SRR14842345_bin_26866	99.94	1.22	Neural Network (Specific Model)	11	0.908	169169	325.01060670343657	2527217	0.4	2357	28	274889	None
SRR14842346_bin_5586	99.87	0.99	Neural Network (Specific Model)	11	0.853	11880	278.7674242424242	2583366	0.35	2640	345	49614	None
SRR14842351_bin_5528	94.15	1.99	Neural Network (Specific Model)	11	0.872	32536	332.36960690316397	2383282	0.6	2086	127	104027	None
SRR14842351_bin_79	80.22	0.69	Neural Network (Specific Model)	11	0.871	35173	282.8092307692308	1579925	0.37	1625	66	98391	None
SRR14842357_bin_110	88.4	2.06	Neural Network (Specific Model)	11	0.878	14934	316.66310461192353	1921717	0.62	1778	192	75060	None
SRR14842362_bin_8455	97.94	2.18	Gradient Boost (General Model)	11	0.854	9313	287.20598332515937	2054510	0.31	2039	293	38581	None
SRR14842369_bin_9621	99.9	0.12	Neural Network (Specific Model)	11	0.837	157975	303.31437682699976	4083842	0.41	3763	63	397627	None
SRR14842374_bin_9234	95.47	0.76	Neural Network (Specific Model)	11	0.886	33094	292.90337954939343	2285922	0.29	2308	152	137894	None
SRR14842375_bin_16152	100.0	0.02	Gradient Boost (General Model)	11	0.871	209179	306.0544117647059	2148238	0.52	2040	18	378206	None
SRR14842387_bin_1565	96.7	0.49	Gradient Boost (General Model)	11	0.879	18302	328.8749226006192	1810523	0.63	1615	154	64907	None
SRR14842390_bin_106	94.79	0.37	Gradient Boost (General Model)	11	0.871	29849	325.43595041322317	2168672	0.37	1936	145	136374	None
SRR14842390_bin_14	99.97	0.44	Neural Network (Specific Model)	11	0.891	118151	308.60656565656564	2054980	0.42	1980	30	230631	None
SRR14842390_bin_17354	87.31	0.91	Gradient Boost (General Model)	11	0.926	4883	327.5633802816901	2181186	0.49	2059	523	30258	None
SRR14842390_bin_21	98.68	0.69	Neural Network (Specific Model)	11	0.884	79666	355.2701185277605	1931343	0.6	1603	48	181920	None
SRR14842391_bin_12049	95.09	0.77	Neural Network (Specific Model)	11	0.854	8039	272.68994082840237	2422306	0.35	2535	413	43794	None
SRR14842392_bin_27839	95.86	2.37	Gradient Boost (General Model)	11	0.89	12631	284.96779521056976	2322744	0.3	2422	289	73129	None
SRR14842394_bin_5166	99.88	0.19	Neural Network (Specific Model)	11	0.909	90737	321.9169453734671	1901424	0.46	1794	48	357581	None
