user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SHD1_0384	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis_A	GCF_018369555.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis_A	99.34	0.865	GCF_018369555.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis_A	99.34	0.865	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_025149465.1, s__Thomasclavelia spiroformis, 95.0, 91.65, 0.666	92.55	11	N/A	N/A
SHD1_0386	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	GCA_052121495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	98.16	0.8	GCA_052121495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	98.16	0.8	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900104635.1, s__Faecalimonas phoceensis, 95.02, 94.94, 0.637	91.74	11	N/A	N/A
SHD1_0389	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	97.12	0.902	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	97.12	0.902	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_008693005.1, s__Helicobacter_B canis, 95.0, 87.99, 0.169	94.07	11	N/A	N/A
SHD1_0397	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__CALDMQ01;s__CALDMQ01 sp937917505	GCA_937917505.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__CALDMQ01;s__CALDMQ01 sp937917505	99.07	0.895	GCA_937917505.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__CALDMQ01;s__CALDMQ01 sp937917505	99.07	0.895	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.18	11	N/A	N/A
SHD1_0398	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.69	11	0.99781	N/A
SHD1_0405	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp937906495	GCA_937906495.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp937906495	99.64	0.938	GCA_937906495.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp937906495	99.64	0.938	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.47	11	N/A	N/A
SHD1_0410	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp019416805	GCF_050219445.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp019416805	97.84	0.819	GCA_964239055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.13	0.775	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	N/A	GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 83.4, 0.184; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 84.79, 0.164; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 83.59, 0.161; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 85.88, 0.367	95.27	11	N/A	N/A
SHD1_0411	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp937880195	GCF_902652075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp937880195	99.03	0.882	GCF_902652075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp937880195	99.03	0.882	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.16	11	N/A	N/A
SHD1_0420	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp963559095	GCA_963559095.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp963559095	98.47	0.906	GCA_963559095.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp963559095	98.47	0.906	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.47	11	N/A	N/A
SHD1_0424	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum_B	GCA_018365995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum_B	99.73	0.936	GCA_018365995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum_B	99.73	0.936	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018366035.1, s__Butyricicoccus pullicaecorum_A, 95.0, 93.15, 0.841; GCA_018366195.1, s__Butyricicoccus pullicaecorum_C, 95.0, 89.9, 0.623	98.0	11	N/A	N/A
SHD1_0426	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	96.84	0.898	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	96.84	0.898	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900540845.1, s__Collinsella sp900540845, 95.0, 84.4, 0.175; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 87.26, 0.185; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 88.21, 0.26; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 85.71, 0.204; GCF_020735465.1, s__Collinsella stercoris, 95.0, 84.75, 0.18; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 84.6, 0.168; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 88.77, 0.288; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 88.63, 0.265; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 85.86, 0.253; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 86.23, 0.214	96.03	11	N/A	N/A
SHD1_0428	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp026168605	GCA_026168605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp026168605	97.67	0.868	GCA_026168605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp026168605	97.67	0.868	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548205.1, s__Roseburia sp900548205, 95.0, 85.5, 0.158	93.19	11	N/A	N/A
SHD1_0440	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.24	0.857	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.24	0.857	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.28, 0.747; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 89.94, 0.448; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.34, 0.462; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.64, 0.37; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 94.94, 0.787; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.02, 0.549; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 85.44, 0.226	97.9	11	N/A	N/A
SHD1_0442	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900540785	GCA_900540785.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900540785	98.25	0.866	GCA_900540785.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900540785	98.25	0.866	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030527365.1, s__Blautia_A sp030527365, 95.0, 92.64, 0.775; GCA_900547615.1, s__Blautia_A sp900547615, 95.0, 92.33, 0.683; GCA_900541345.1, s__Blautia_A sp900541345, 95.0, 89.45, 0.568; GCA_900549015.1, s__Blautia_A sp900549015, 95.0, 91.43, 0.663	92.34	11	N/A	N/A
SHD1_0446	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus	GCF_004843545.1	96.18	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus	99.39	0.908	GCF_004843545.1	96.18	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus	99.39	0.908	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_011387195.1, s__Streptococcus ruminicola, 95.0, 84.61, 0.2; GCF_016461705.1, s__Streptococcus vicugnae, 95.0, 84.79, 0.225; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 84.5, 0.204; GCF_000187265.1, s__Streptococcus equinus, 95.0, 84.48, 0.212; GCA_963588325.1, s__Streptococcus sp963588325, 95.0, 86.65, 0.411; GCF_049393735.1, s__Streptococcus equinus_G, 95.0, 84.75, 0.188; GCA_003337175.1, s__Streptococcus gallolyticus_B, 95.0, 94.01, 0.601; GCF_002000985.1, s__Streptococcus gallolyticus, 96.94, 95.83, 0.705; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 86.63, 0.266; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 84.67, 0.212; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 86.0, 0.223; GCF_934196125.1, s__Streptococcus sp934196125, 96.52, 95.45, 0.681; GCA_000283635.1, s__Streptococcus macedonicus, 95.0, 95.08, 0.666	97.25	11	N/A	N/A
SHD1_0448	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.6	0.86	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.6	0.86	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020735465.1, s__Collinsella stercoris, 95.0, 84.18, 0.153; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.35, 0.552; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.55, 0.403; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 85.34, 0.235; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.4, 0.466; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 90.04, 0.485; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 84.51, 0.153; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.52, 0.728; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 84.02, 0.167; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 95.08, 0.807	96.13	11	N/A	N/A
SHD1_0451	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.24	0.852	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.24	0.852	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.58, 0.363; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 85.86, 0.21; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 84.6, 0.156; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 94.94, 0.784; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 88.96, 0.556; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.63, 0.761; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.68, 0.488; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 90.42, 0.448	97.43	11	N/A	N/A
SHD1_0454	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp026169535	GCA_026169535.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp026169535	99.11	0.858	GCA_026169535.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp026169535	99.11	0.858	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_034090745.1, s__Blautia_A sp900551465, 95.0, 93.77, 0.736; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 91.03, 0.6; GCA_900541985.1, s__Blautia_A sp900541985, 95.0, 87.4, 0.385; GCA_021771755.1, s__Blautia_A sp021771755, 95.0, 87.91, 0.449	92.36	11	N/A	N/A
SHD1_0457	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900545035	GCA_900545035.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900545035	98.6	0.893	GCA_900545035.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900545035	98.6	0.893	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 87.63, 0.491; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 83.3, 0.172; GCF_050219445.1, s__Fusobacterium_B sp019416805, 95.0, 83.64, 0.169	93.85	11	N/A	N/A
SHD1_0459	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	97.67	0.903	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	97.67	0.903	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_020025115.1, s__Collinsella sp020025115, 95.0, 85.81, 0.179; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 86.11, 0.247; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 85.23, 0.181; GCF_020735465.1, s__Collinsella stercoris, 95.0, 84.7, 0.176; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 85.09, 0.2; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 86.09, 0.243; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 87.03, 0.228; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 85.22, 0.234; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 85.17, 0.184; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 85.16, 0.201	97.88	11	N/A	N/A
SHD1_0464	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A	GCF_042852765.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A	97.59	0.765	GCF_042852765.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A	97.59	0.765	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.9	11	N/A	N/A
SHD1_0468	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	GCF_019249805.2	95.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	97.15	0.754	GCF_019249805.2	95.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	97.15	0.754	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_037376525.1, s__Prevotella copri_U, 96.01, 96.0, 0.762; GCF_003465495.1, s__Prevotella copri_G, 96.82, 88.71, 0.264; GCA_900765465.1, s__Prevotella sp900765465, 95.0, 93.1, 0.516; GCF_026015625.1, s__Prevotella copri_H, 97.07, 89.02, 0.282; GCA_052349145.1, s__Prevotella copri_V, 96.93, 87.85, 0.256; GCF_015074785.1, s__Prevotella sp015074785, 96.86, 88.71, 0.245; GCF_026015465.1, s__Prevotella copri_E, 96.59, 88.5, 0.229; GCA_022741625.1, s__Prevotella sp022741625, 95.0, 95.63, 0.631; GCA_963639495.1, s__Prevotella sp963639495, 96.24, 88.65, 0.196; GCA_021618535.1, s__Prevotella copri_O, 96.39, 88.7, 0.267; GCF_026095235.1, s__Prevotella sp900557035, 95.08, 94.94, 0.632; GCF_009494835.1, s__Prevotella copri_F, 96.78, 88.01, 0.25; GCA_900544825.1, s__Prevotella sp900544825, 95.0, 94.15, 0.681; GCA_021615735.1, s__Prevotella copri_Q, 96.09, 87.25, 0.274; GCA_958369755.1, s__Prevotella sp958369755, 95.0, 91.44, 0.403; GCF_019249655.2, s__Prevotella sp900767615, 95.0, 90.06, 0.375; GCF_025151535.1, s__Prevotella copri, 96.45, 88.15, 0.239; GCA_900556795.1, s__Prevotella sp900556795, 95.0, 90.15, 0.313; GCA_934216735.1, s__Prevotella sp934216735, 96.23, 88.37, 0.291; GCA_052356385.1, s__Prevotella sp052356385, 95.0, 93.11, 0.478; GCF_032490515.1, s__Prevotella sp934202525, 95.94, 87.7, 0.213; GCA_021640525.1, s__Prevotella copri_S, 96.7, 89.72, 0.24; GCF_051861815.1, s__Prevotella sp934191715, 96.2, 88.03, 0.239; GCA_021635485.1, s__Prevotella copri_P, 96.22, 88.73, 0.216; GCA_934196725.1, s__Prevotella sp934196725, 95.0, 86.6, 0.233; GCF_019249795.2, s__Prevotella copri_B, 96.93, 88.6, 0.256; GCF_019249765.2, s__Prevotella copri_K, 96.7, 88.39, 0.251; GCA_900555035.1, s__Prevotella sp900555035, 95.0, 87.64, 0.297; GCA_900551985.1, s__Prevotella sp900551985, 95.0, 94.38, 0.641; GCA_021628325.1, s__Prevotella copri_R, 96.62, 87.65, 0.212; GCA_003463005.1, s__Prevotella copri_I, 95.0, 88.57, 0.244; GCA_963594575.1, s__Prevotella sp963594575, 96.06, 89.29, 0.185; GCA_021623045.1, s__Prevotella copri_T, 96.38, 88.17, 0.243; GCF_019127135.1, s__Prevotella sp900551275, 95.03, 88.21, 0.234; GCF_026015295.1, s__Prevotella copri_C, 97.02, 87.97, 0.258; GCF_051861805.1, s__Prevotella copri_M, 96.31, 89.47, 0.349; GCA_021636625.1, s__Prevotella sp021636625, 95.0, 95.69, 0.572; GCA_021622245.1, s__Prevotella copri_J, 96.38, 88.28, 0.245; GCA_959596915.1, s__Prevotella copri_N, 96.7, 87.55, 0.234; GCF_024330485.1, s__Prevotella copri_L, 96.93, 88.16, 0.257; GCF_019249755.2, s__Prevotella sp900546535, 95.0, 89.16, 0.313; GCF_040095255.1, s__Prevotella sinensis, 96.03, 95.88, 0.644	98.72	11	N/A	N/A
SHD1_0474	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	GCF_025147325.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	97.89	0.763	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 82.97, 0.155; GCF_025146565.1, s__Bacteroides eggerthii, 95.0, 84.3, 0.208; GCF_900129655.1, s__Bacteroides clarus, 95.0, 87.05, 0.409; GCF_018390535.1, s__Bacteroides propionicigenes, 95.0, 84.77, 0.241; GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 98.04, 0.471	98.28	11	N/A	N/A
